student_no,province,age,gender,nationality,religion,f_Educ,father_occupation,m_Educ,mother_occupation,family_size,ordinal_position,family_monthlyIncome,no_members_income,tuition_support,school_expenses,shs_school_type,strand,grade12_cgpa,pr_verbal_language,pr_reading_compre,pr_english,pr_math,pr_non_verbal,pr_basic_cmp,pr_clerical,selected_college_score,course,total_units,institute,performance
20600392,Pampanga,19,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,,5,Middle,A,Max of 2,Parents,Parents,Private,STEM,83.43,7,31,67,50,4,16,65,34.95,BSBA-MktgMgmt,23,SBA,medium
20607491,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,,3,Only Child,E,Max of 2,Parents,Parents,Private,ABM,95.0,52,96,17,92,72,23,33,66.1,Accountancy,26,SBA,high
20581378,Pampanga,19,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,Elementary,,5,Middle,F,None,Parents,Parents,Private,STEM,85.72,87,19,27,40,86,8,61,45.05,ME,25,SEA,medium
20570321,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,helping and teaching occupation,College Graduate,mgmt. sales and entrepreneural occupations,5,Middle,D,Max of 2,Parents,Parents,Private,ABM,91.35,94,31,53,75,32,46,69,52.9,Accountancy,26,SBA,high
20637966,Outside,19,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,,5,Eldest,A,Max of 2,Parents,Parents,Private,GAS,86.0,14,67,93,58,2,77,29,50.1,BSAeronautical,25,SEA,medium
20611350,Pampanga,19,M,Filipino,Born Again Christian,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,5,Eldest,D,Max of 2,Parents,Parents,Private,STEM,87.0,37,79,10,88,62,92,49,64.65,CE,25,SEA,medium
20569228,Pampanga,19,M,Filipino,Born Again Christian,HS,Skilled and technical jobs,College Undergraduate/Vocational,mgmt. sales and entrepreneural occupations,4,Eldest,D,Max of 2,Parents,Parents,Private,HUMSS,87.5,79,37,27,50,91,61,2,49.8,BSED-ValEd,26,SED,high
20613633,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,6,2nd,B,Max of 2,Parents,Parents,Private,TVL,84.25,52,14,67,67,80,46,57,48.3,BusMgt,23,SBA,medium
20584822,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,"artistic, musical, writing",College Graduate,office and clerical jobs,4,Youngest,D,Max of 2,Parents,Parents,Private,STEM,88.61,94,91,78,88,62,94,33,81.0,Architecture,26,SEA,high
20598996,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,HS,,6,2nd,F,Max of 2,Parents,Parents,Public,STEM,90.87,24,84,17,92,97,77,15,64.0,BSAeronautical,25,SEA,high
20579646,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Undergraduate/Vocational,,3,Only Child,E,Max of 2,Scholarships and Grants,Parents,Private,STEM,95.05,97,99,78,75,97,98,82,88.6,BSAeronautical,25,SEA,high
20598513,Pampanga,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,,5,Middle,E,Max of 2,Parents,Parents,Public,STEM,89.5,37,67,67,67,91,96,82,69.3,Architecture,26,SEA,high
20610990,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,,College Graduate,,7,Middle,E,Max of 2,Relatives,Relatives,Private,STEM,88.85,79,84,67,88,32,83,92,78.05,Architecture,26,SEA,high
20573842,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,4,Eldest,E,Max of 4,Relatives,Parents,Private,ABM,85.63,52,73,87,95,91,46,33,67.05,BSTourism,23,SHTM,high
20583257,Pampanga,17,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,5,Middle,D,Max of 2,Scholarships and Grants,Parents,Private,HUMSS,96.69,97,94,99,95,52,94,92,92.65,BSPsychology,23,SAS,high
20607366,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,HS,,5,Eldest,D,Max of 2,Scholarships and Grants,Parents,Private,ABM,95.0,94,88,17,58,72,37,73,64.5,Accountancy,26,SBA,high
20597837,Pampanga,18,F,Filipino,Roman Catholic,,"artistic, musical, writing",HS,office and clerical jobs,4,Youngest,F,Max of 2,Scholarships and Grants,Parents,Private,HUMSS,91.5,37,52,53,31,2,69,2,44.2,BSPsychology,23,SAS,high
20573043,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,6,Eldest,C,Max of 2,Parents,Parents,Private,STEM,90.76,52,91,87,95,86,69,76,81.55,ME,25,SEA,high
20571456,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,,4,Youngest,E,Max of 2,Parents,Parents,Private,STEM,81.97,52,59,40,50,17,69,8,46.25,BSEMC-DA,23,CICT,medium
20588297,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,HS,,7,Middle,E,Max of 2,Parents,Parents,Private,STEM,86.93,79,97,53,88,95,87,57,82.45,CE,25,SEA,high
20574393,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,,4,Youngest,E,Max of 4,Relatives,Parents,Private,ABM,94.28,97,96,67,97,42,92,76,85.15,Accountancy,26,SBA,high
20572740,Pampanga,19,F,Filipino,Born Again Christian,College Graduate,Skilled and technical jobs,College Graduate,office and clerical jobs,6,2nd,E,Max of 2,Parents,Parents,Private,TVL,92.21,79,67,78,50,86,94,53,70.85,BSRadTech,29,SNAMS,high
20608323,Pampanga,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,helping and teaching occupation,4,Youngest,D,Max of 4,Parents,Parents,Private,STEM,95.18,94,88,87,97,95,87,76,90.45,BSAeronautical,25,SEA,high
20569533,Pampanga,18,F,Filipino,Born Again Christian,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,helping and teaching occupation,7,Youngest,E,Max of 2,Parents,Parents,Private,TVL,89.38,52,24,78,50,86,46,94,59.0,BSNursing,36,SNAMS,high
20633771,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,office and clerical jobs,5,Eldest,E,Max of 2,Parents,Parents,Public,STEM,96.25,79,24,67,40,7,69,26,43.55,CE,25,SEA,high
20635255,Pampanga,18,M,Filipino,Iglesia Ni Cristo,Elementary,Skilled and technical jobs,HS,,3,Only Child,F,Max of 6,Scholarships and Grants,Parents,Public,STEM,91.5,79,97,78,75,62,92,29,76.1,BSAeronautical,25,SEA,high
